step,t,n_source_events,n_context_events,n_ingested_source,n_ingested_context,n_pruned_source,n_pruned_context,attention_n1,attention_n2,attention_n3,attention_n4,attention_n5,attention_n6,share_n1,share_n2,share_n3,share_n4,share_n5,share_n6,top1_neuron,top1_attention,top1_share,top1_margin
128,2.560000,4,4,0,1,0,1,0.000000,0.000000,0.740818,0.060832,0.120758,0.000000,0.000000,0.000000,0.803135,0.065949,0.130916,0.000000,3,0.740818,0.803135,0.672219
129,2.580000,4,4,0,0,0,0,0.000000,0.000000,0.740818,0.060832,0.120758,0.000000,0.000000,0.000000,0.803135,0.065949,0.130916,0.000000,3,0.740818,0.803135,0.672219
130,2.600000,3,3,0,0,1,1,0.000000,0.000000,0.740818,0.000000,0.060832,0.000000,0.000000,0.000000,0.924117,0.000000,0.075883,0.000000,3,0.740818,0.924117,0.848234
131,2.620000,3,3,0,0,0,0,0.000000,0.000000,0.740818,0.000000,0.060832,0.000000,0.000000,0.000000,0.924117,0.000000,0.075883,0.000000,3,0.740818,0.924117,0.848234
132,2.640000,4,3,1,0,0,0,0.000000,0.000000,0.740818,0.000000,0.060832,0.060832,0.000000,0.000000,0.858938,0.000000,0.070531,0.070531,3,0.740818,0.858938,0.788407
133,2.660000,4,4,0,1,0,0,0.000000,0.000000,1.000492,0.000000,0.060832,0.060832,0.000000,0.000000,0.891581,0.000000,0.054210,0.054210,3,1.000492,0.891581,0.837371
134,2.680000,3,4,0,0,1,0,0.000000,0.000000,1.000492,0.000000,0.060832,0.060832,0.000000,0.000000,0.891581,0.000000,0.054210,0.054210,3,1.000492,0.891581,0.837371
135,2.700000,4,5,1,1,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
136,2.720000,4,5,0,0,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
137,2.740000,4,5,0,0,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
138,2.760000,4,5,0,0,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
139,2.780000,5,4,1,0,0,1,0.060832,0.000000,1.883823,0.000000,0.000000,0.060832,0.030333,0.000000,0.939335,0.000000,0.000000,0.030333,3,1.883823,0.939335,0.909002
140,2.800000,5,4,0,0,0,0,0.060832,0.000000,1.883823,0.000000,0.000000,0.060832,0.030333,0.000000,0.939335,0.000000,0.000000,0.030333,3,1.883823,0.939335,0.909002
141,2.820000,5,5,0,1,0,0,0.060832,0.000000,2.277438,0.000000,0.000000,0.060832,0.025356,0.000000,0.949288,0.000000,0.000000,0.025356,3,2.277438,0.949288,0.923932
142,2.840000,5,5,1,0,1,0,0.060832,0.000000,3.234277,0.000000,0.000000,0.060832,0.018127,0.000000,0.963747,0.000000,0.000000,0.018127,3,3.234277,0.963747,0.945620
143,2.860000,5,5,0,1,0,1,0.060832,0.000000,2.316094,0.000000,0.000000,0.060832,0.024954,0.000000,0.950092,0.000000,0.000000,0.024954,3,2.316094,0.950092,0.925138
144,2.880000,4,5,0,0,1,0,0.060832,0.000000,1.992917,0.000000,0.000000,0.060832,0.028768,0.000000,0.942464,0.000000,0.000000,0.028768,3,1.992917,0.942464,0.913697
145,2.900000,4,5,0,0,0,0,0.060832,0.000000,1.992917,0.000000,0.000000,0.060832,0.028768,0.000000,0.942464,0.000000,0.000000,0.028768,3,1.992917,0.942464,0.913697
146,2.920000,4,4,0,0,0,1,0.060832,0.000000,1.992917,0.000000,0.000000,0.000000,0.029620,0.000000,0.970380,0.000000,0.000000,0.000000,3,1.992917,0.970380,0.940760
147,2.940000,5,4,1,0,0,0,0.060832,0.060832,1.992917,0.000000,0.000000,0.000000,0.028768,0.028768,0.942464,0.000000,0.000000,0.000000,3,1.992917,0.942464,0.913697
148,2.960000,5,5,0,1,0,0,0.060832,0.060832,2.403756,0.000000,0.000000,0.000000,0.024088,0.024088,0.951824,0.000000,0.000000,0.000000,3,2.403756,0.951824,0.927737
149,2.980000,5,5,1,0,1,0,0.060832,0.060832,3.370048,0.000000,0.000000,0.000000,0.017422,0.017422,0.965156,0.000000,0.000000,0.000000,3,3.370048,0.965156,0.947735
150,3.000000,5,6,0,1,0,0,0.060832,0.060832,3.370048,0.000000,0.000000,0.000000,0.017422,0.017422,0.965156,0.000000,0.000000,0.000000,3,3.370048,0.965156,0.947735
151,3.020000,5,5,0,0,0,1,0.060832,0.060832,2.403755,0.000000,0.000000,0.000000,0.024088,0.024088,0.951824,0.000000,0.000000,0.000000,3,2.403755,0.951824,0.927737
152,3.040000,4,5,0,0,1,0,0.060832,0.060832,1.992915,0.000000,0.000000,0.000000,0.028768,0.028768,0.942464,0.000000,0.000000,0.000000,3,1.992915,0.942464,0.913697
153,3.060000,4,4,0,0,0,1,0.000000,0.060832,1.992915,0.000000,0.000000,0.000000,0.000000,0.029620,0.970380,0.000000,0.000000,0.000000,3,1.992915,0.970380,0.940760
154,3.080000,5,4,1,0,0,0,0.000000,0.060832,1.992915,0.060832,0.000000,0.000000,0.000000,0.028768,0.942464,0.028768,0.000000,0.000000,3,1.992915,0.942464,0.913697
155,3.100000,5,4,0,0,0,0,0.000000,0.060832,1.992915,0.060832,0.000000,0.000000,0.000000,0.028768,0.942464,0.028768,0.000000,0.000000,3,1.992915,0.942464,0.913697
156,3.120000,4,5,0,1,1,0,0.000000,0.060832,2.316093,0.060832,0.000000,0.000000,0.000000,0.024954,0.950092,0.024954,0.000000,0.000000,3,2.316093,0.950092,0.925138
157,3.140000,5,6,1,1,0,0,0.000000,0.060832,3.234275,0.121159,0.000000,0.000000,0.000000,0.017807,0.946728,0.035465,0.000000,0.000000,3,3.234275,0.946728,0.911263
158,3.160000,5,5,0,0,0,1,0.000000,0.060832,2.277437,0.121159,0.000000,0.000000,0.000000,0.024734,0.926003,0.049263,0.000000,0.000000,3,2.277437,0.926003,0.876740
159,3.180000,5,5,0,0,0,0,0.000000,0.060832,2.277437,0.121159,0.000000,0.000000,0.000000,0.024734,0.926003,0.049263,0.000000,0.000000,3,2.277437,0.926003,0.876740
160,3.200000,4,5,0,0,1,0,0.000000,0.060832,1.883823,0.121159,0.000000,0.000000,0.000000,0.029447,0.911904,0.058649,0.000000,0.000000,3,1.883823,0.911904,0.853254
161,3.220000,5,4,1,0,0,1,0.000000,0.000000,1.883823,0.196867,0.000000,0.000000,0.000000,0.000000,0.905384,0.094616,0.000000,0.000000,3,1.883823,0.905384,0.810768
162,3.240000,5,4,0,0,0,0,0.000000,0.000000,1.883823,0.196867,0.000000,0.000000,0.000000,0.000000,0.905384,0.094616,0.000000,0.000000,3,1.883823,0.905384,0.810768
163,3.260000,5,5,0,1,0,0,0.000000,0.000000,2.277437,0.196867,0.000000,0.000000,0.000000,0.000000,0.920435,0.079565,0.000000,0.000000,3,2.277437,0.920435,0.840871
164,3.280000,5,5,1,0,1,0,0.000000,0.000000,3.234275,0.196867,0.000000,0.000000,0.000000,0.000000,0.942623,0.057377,0.000000,0.000000,3,3.234275,0.942623,0.885247
165,3.300000,5,4,0,0,0,1,0.000000,0.000000,2.316093,0.196867,0.000000,0.000000,0.000000,0.000000,0.921659,0.078341,0.000000,0.000000,3,2.316093,0.921659,0.843319
166,3.320000,5,5,0,1,0,0,0.000000,0.000000,2.316093,0.196867,0.000000,0.000000,0.000000,0.000000,0.921659,0.078341,0.000000,0.000000,3,2.316093,0.921659,0.843319
167,3.340000,4,5,0,0,1,0,0.000000,0.000000,1.992915,0.196867,0.000000,0.000000,0.000000,0.000000,0.910097,0.089903,0.000000,0.000000,3,1.992915,0.910097,0.820195
168,3.360000,4,4,0,0,0,1,0.000000,0.000000,1.992915,0.121159,0.000000,0.000000,0.000000,0.000000,0.942689,0.057311,0.000000,0.000000,3,1.992915,0.942689,0.885379
169,3.380000,5,4,1,0,0,0,0.000000,0.000000,1.992915,0.121159,0.060832,0.000000,0.000000,0.000000,0.916323,0.055708,0.027970,0.000000,3,1.992915,0.916323,0.860615
170,3.400000,5,4,0,0,0,0,0.000000,0.000000,1.992915,0.121159,0.060832,0.000000,0.000000,0.000000,0.916323,0.055708,0.027970,0.000000,3,1.992915,0.916323,0.860615
171,3.420000,4,5,0,1,1,0,0.000000,0.000000,2.316093,0.060832,0.060832,0.000000,0.000000,0.000000,0.950092,0.024954,0.024954,0.000000,3,2.316093,0.950092,0.925138
172,3.440000,4,5,0,0,0,0,0.000000,0.000000,2.316093,0.060832,0.060832,0.000000,0.000000,0.000000,0.950092,0.024954,0.024954,0.000000,3,2.316093,0.950092,0.925138
173,3.460000,5,5,1,1,0,1,0.000000,0.000000,2.277437,0.060832,0.060832,0.000000,0.000000,0.000000,0.949288,0.025356,0.025356,0.000000,3,2.277437,0.949288,0.923932
174,3.480000,5,5,0,0,0,0,0.000000,0.000000,2.277437,0.060832,0.060832,0.000000,0.000000,0.000000,0.949288,0.025356,0.025356,0.000000,3,2.277437,0.949288,0.923932
175,3.500000,4,4,0,0,1,1,0.000000,0.000000,1.883823,0.000000,0.060832,0.000000,0.000000,0.000000,0.968718,0.000000,0.031282,0.000000,3,1.883823,0.968718,0.937437
176,3.520000,5,4,1,0,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
177,3.540000,5,4,0,0,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
178,3.560000,4,4,0,0,1,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
179,3.580000,4,4,0,0,0,0,0.000000,0.000000,1.883823,0.000000,0.060832,0.060832,0.000000,0.000000,0.939335,0.000000,0.030333,0.030333,3,1.883823,0.939335,0.909002
180,3.600000,4,3,0,0,0,1,0.000000,0.000000,1.000492,0.000000,0.060832,0.060832,0.000000,0.000000,0.891581,0.000000,0.054210,0.054210,3,1.000492,0.891581,0.837371
181,3.620000,4,4,0,1,0,0,0.000000,0.000000,1.000492,0.000000,0.060832,0.060832,0.000000,0.000000,0.891581,0.000000,0.054210,0.054210,3,1.000492,0.891581,0.837371
182,3.640000,3,4,0,0,1,0,0.000000,0.000000,0.740818,0.000000,0.060832,0.060832,0.000000,0.000000,0.858938,0.000000,0.070531,0.070531,3,0.740818,0.858938,0.788407
183,3.660000,3,3,0,0,0,1,0.000000,0.000000,0.740818,0.000000,0.000000,0.060832,0.000000,0.000000,0.924117,0.000000,0.000000,0.075883,3,0.740818,0.924117,0.848234
184,3.680000,4,3,1,0,0,0,0.060832,0.000000,0.740818,0.000000,0.000000,0.060832,0.070531,0.000000,0.858938,0.000000,0.000000,0.070531,3,0.740818,0.858938,0.788407
185,3.700000,4,3,0,0,0,0,0.060832,0.000000,0.740818,0.000000,0.000000,0.060832,0.070531,0.000000,0.858938,0.000000,0.000000,0.070531,3,0.740818,0.858938,0.788407
186,3.720000,4,4,0,1,0,0,0.060832,0.000000,0.740818,0.000000,0.000000,0.114051,0.066432,0.000000,0.809018,0.000000,0.000000,0.124550,3,0.740818,0.809018,0.684468
187,3.740000,4,4,1,0,1,0,0.060832,0.000000,0.740818,0.000000,0.000000,0.874447,0.036294,0.000000,0.441990,0.000000,0.000000,0.521716,6,0.874447,0.521716,0.079726
188,3.760000,4,5,0,1,0,0,0.060832,0.000000,0.740818,0.000000,0.000000,0.874447,0.036294,0.000000,0.441990,0.000000,0.000000,0.521716,6,0.874447,0.521716,0.079726
189,3.780000,4,4,0,0,0,1,0.060832,0.000000,0.000000,0.000000,0.000000,0.874447,0.065041,0.000000,0.000000,0.000000,0.000000,0.934959,6,0.874447,0.934959,0.869918
190,3.800000,3,3,0,0,1,1,0.060832,0.000000,0.000000,0.000000,0.000000,0.794038,0.071159,0.000000,0.000000,0.000000,0.000000,0.928841,6,0.794038,0.928841,0.857682
191,3.820000,4,3,1,0,0,0,0.060832,0.060832,0.000000,0.000000,0.000000,0.794038,0.066432,0.066432,0.000000,0.000000,0.000000,0.867136,6,0.794038,0.867136,0.800704
192,3.840000,4,3,0,0,0,0,0.060832,0.060832,0.000000,0.000000,0.000000,0.794038,0.066432,0.066432,0.000000,0.000000,0.000000,0.867136,6,0.794038,0.867136,0.800704
193,3.860000,4,4,0,1,0,0,0.060832,0.060832,0.000000,0.000000,0.000000,1.137162,0.048324,0.048324,0.000000,0.000000,0.000000,0.903352,6,1.137162,0.903352,0.855027
194,3.880000,4,4,1,0,1,0,0.060832,0.060832,0.000000,0.000000,0.000000,1.992915,0.028768,0.028768,0.000000,0.000000,0.000000,0.942464,6,1.992915,0.942464,0.913697
195,3.900000,4,5,0,1,0,0,0.060832,0.060832,0.000000,0.000000,0.000000,1.992915,0.028768,0.028768,0.000000,0.000000,0.000000,0.942464,6,1.992915,0.942464,0.913697
196,3.920000,4,5,0,0,0,0,0.060832,0.060832,0.000000,0.000000,0.000000,1.992915,0.028768,0.028768,0.000000,0.000000,0.000000,0.942464,6,1.992915,0.942464,0.913697
197,3.940000,4,5,0,0,0,0,0.060832,0.060832,0.000000,0.000000,0.000000,1.992915,0.028768,0.028768,0.000000,0.000000,0.000000,0.942464,6,1.992915,0.942464,0.913697
198,3.960000,4,4,0,0,0,1,0.000000,0.060832,0.000000,0.000000,0.000000,1.992915,0.000000,0.029620,0.000000,0.000000,0.000000,0.970380,6,1.992915,0.970380,0.940760
199,3.980000,5,4,1,0,0,0,0.000000,0.060832,0.060832,0.000000,0.000000,1.992915,0.000000,0.028768,0.028768,0.000000,0.000000,0.942464,6,1.992915,0.942464,0.913697
200,4.000000,5,4,0,0,0,0,0.000000,0.060832,0.060832,0.000000,0.000000,1.992915,0.000000,0.028768,0.028768,0.000000,0.000000,0.942464,6,1.992915,0.942464,0.913697
201,4.020000,5,5,0,1,0,0,0.000000,0.060832,0.060832,0.000000,0.000000,2.316094,0.000000,0.024954,0.024954,0.000000,0.000000,0.950092,6,2.316094,0.950092,0.925138
202,4.040000,5,5,1,0,1,0,0.000000,0.060832,0.060832,0.000000,0.000000,3.234274,0.000000,0.018127,0.018127,0.000000,0.000000,0.963747,6,3.234274,0.963747,0.945620
203,4.060000,5,5,0,1,0,1,0.000000,0.060832,0.060832,0.000000,0.000000,2.277436,0.000000,0.025356,0.025356,0.000000,0.000000,0.949288,6,2.277436,0.949288,0.923932
204,4.080000,5,5,0,0,0,0,0.000000,0.060832,0.060832,0.000000,0.000000,2.277436,0.000000,0.025356,0.025356,0.000000,0.000000,0.949288,6,2.277436,0.949288,0.923932
205,4.100000,4,4,0,0,1,1,0.000000,0.000000,0.060832,0.000000,0.000000,1.883822,0.000000,0.000000,0.031282,0.000000,0.000000,0.968718,6,1.883822,0.968718,0.937437
206,4.120000,4,4,0,0,0,0,0.000000,0.000000,0.060832,0.000000,0.000000,1.883822,0.000000,0.000000,0.031282,0.000000,0.000000,0.968718,6,1.883822,0.968718,0.937437
207,4.140000,5,4,1,0,0,0,0.000000,0.000000,0.060832,0.060832,0.000000,1.883822,0.000000,0.000000,0.030333,0.030333,0.000000,0.939335,6,1.883822,0.939335,0.909002
208,4.160000,5,5,0,1,0,0,0.000000,0.000000,0.060832,0.060832,0.000000,2.277436,0.000000,0.000000,0.025356,0.025356,0.000000,0.949288,6,2.277436,0.949288,0.923932
209,4.180000,5,5,1,0,1,0,0.000000,0.000000,0.060832,0.060832,0.000000,3.234272,0.000000,0.000000,0.018127,0.018127,0.000000,0.963747,6,3.234272,0.963747,0.945620
210,4.200000,5,5,0,1,0,1,0.000000,0.000000,0.060832,0.060832,0.000000,2.316090,0.000000,0.000000,0.024954,0.024954,0.000000,0.950092,6,2.316090,0.950092,0.925138
211,4.220000,5,5,0,0,0,0,0.000000,0.000000,0.060832,0.060832,0.000000,2.316090,0.000000,0.000000,0.024954,0.024954,0.000000,0.950092,6,2.316090,0.950092,0.925138
212,4.240000,4,5,0,0,1,0,0.000000,0.000000,0.060832,0.060832,0.000000,1.992912,0.000000,0.000000,0.028768,0.028768,0.000000,0.942464,6,1.992912,0.942464,0.913697
213,4.260000,4,4,0,0,0,1,0.000000,0.000000,0.000000,0.060832,0.000000,1.992912,0.000000,0.000000,0.000000,0.029620,0.000000,0.970380,6,1.992912,0.970380,0.940760
214,4.280000,5,4,1,0,0,0,0.000000,0.000000,0.000000,0.060832,0.060832,1.992912,0.000000,0.000000,0.000000,0.028768,0.028768,0.942465,6,1.992912,0.942465,0.913697
215,4.300000,5,5,0,1,0,0,0.000000,0.000000,0.000000,0.060832,0.060832,2.403752,0.000000,0.000000,0.000000,0.024088,0.024088,0.951824,6,2.403752,0.951824,0.927737
216,4.320000,5,5,1,0,1,0,0.000000,0.000000,0.000000,0.060832,0.060832,3.370041,0.000000,0.000000,0.000000,0.017422,0.017422,0.965157,6,3.370041,0.965157,0.947735
217,4.340000,5,5,0,0,0,0,0.000000,0.000000,0.000000,0.060832,0.060832,3.370041,0.000000,0.000000,0.000000,0.017422,0.017422,0.965157,6,3.370041,0.965157,0.947735
218,4.360000,5,4,0,0,0,1,0.000000,0.000000,0.000000,0.060832,0.060832,2.403752,0.000000,0.000000,0.000000,0.024088,0.024088,0.951824,6,2.403752,0.951824,0.927737
219,4.380000,5,5,0,1,0,0,0.000000,0.000000,0.000000,0.060832,0.060832,2.403752,0.000000,0.000000,0.000000,0.024088,0.024088,0.951824,6,2.403752,0.951824,0.927737
220,4.400000,4,5,0,0,1,0,0.000000,0.000000,0.000000,0.060832,0.060832,1.992912,0.000000,0.000000,0.000000,0.028768,0.028768,0.942465,6,1.992912,0.942465,0.913697
221,4.420000,4,4,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.060832,1.992912,0.000000,0.000000,0.000000,0.000000,0.029620,0.970380,6,1.992912,0.970380,0.940760
222,4.440000,5,4,1,0,0,0,0.060832,0.000000,0.000000,0.000000,0.060832,1.992912,0.028768,0.000000,0.000000,0.000000,0.028768,0.942465,6,1.992912,0.942465,0.913697
223,4.460000,5,5,0,1,0,0,0.060832,0.000000,0.000000,0.000000,0.060832,2.316091,0.024954,0.000000,0.000000,0.000000,0.024954,0.950092,6,2.316091,0.950092,0.925138
224,4.480000,4,5,0,0,1,0,0.060832,0.000000,0.000000,0.000000,0.060832,2.316091,0.024954,0.000000,0.000000,0.000000,0.024954,0.950092,6,2.316091,0.950092,0.925138
225,4.500000,5,4,1,0,0,1,0.060832,0.000000,0.000000,0.000000,0.060832,2.277436,0.025356,0.000000,0.000000,0.000000,0.025356,0.949288,6,2.277436,0.949288,0.923932
226,4.520000,5,5,0,1,0,0,0.121159,0.000000,0.000000,0.000000,0.060832,2.277436,0.049263,0.000000,0.000000,0.000000,0.024734,0.926003,6,2.277436,0.926003,0.876740
227,4.540000,4,5,0,0,1,0,0.121159,0.000000,0.000000,0.000000,0.060832,1.883821,0.058650,0.000000,0.000000,0.000000,0.029447,0.911904,6,1.883821,0.911904,0.853254
228,4.560000,4,4,0,0,0,1,0.121159,0.000000,0.000000,0.000000,0.000000,1.883821,0.060429,0.000000,0.000000,0.000000,0.000000,0.939571,6,1.883821,0.939571,0.879142
229,4.580000,5,4,1,0,0,0,0.196867,0.000000,0.000000,0.000000,0.000000,1.883821,0.094616,0.000000,0.000000,0.000000,0.000000,0.905384,6,1.883821,0.905384,0.810767
230,4.600000,5,5,0,1,0,0,0.196867,0.000000,0.000000,0.000000,0.000000,2.277436,0.079565,0.000000,0.000000,0.000000,0.000000,0.920435,6,2.277436,0.920435,0.840870
231,4.620000,4,5,0,0,1,0,0.196867,0.000000,0.000000,0.000000,0.000000,2.277436,0.079565,0.000000,0.000000,0.000000,0.000000,0.920435,6,2.277436,0.920435,0.840870
232,4.640000,5,4,1,0,0,1,0.196867,0.000000,0.000000,0.000000,0.000000,2.316091,0.078341,0.000000,0.000000,0.000000,0.000000,0.921659,6,2.316091,0.921659,0.843318
233,4.660000,5,5,0,1,0,0,0.196867,0.000000,0.000000,0.000000,0.000000,2.316091,0.078341,0.000000,0.000000,0.000000,0.000000,0.921659,6,2.316091,0.921659,0.843318
234,4.680000,4,5,0,0,1,0,0.196867,0.000000,0.000000,0.000000,0.000000,1.992912,0.089903,0.000000,0.000000,0.000000,0.000000,0.910097,6,1.992912,0.910097,0.820194
235,4.700000,4,5,0,0,0,0,0.196867,0.000000,0.000000,0.000000,0.000000,1.992912,0.089903,0.000000,0.000000,0.000000,0.000000,0.910097,6,1.992912,0.910097,0.820194
236,4.720000,5,4,1,0,0,1,0.121159,0.060832,0.000000,0.000000,0.000000,1.992912,0.055708,0.027970,0.000000,0.000000,0.000000,0.916322,6,1.992912,0.916322,0.860615
237,4.740000,5,4,0,0,0,0,0.121159,0.060832,0.000000,0.000000,0.000000,1.992912,0.055708,0.027970,0.000000,0.000000,0.000000,0.916322,6,1.992912,0.916322,0.860615
238,4.760000,5,4,0,0,0,0,0.121159,0.060832,0.000000,0.000000,0.000000,1.992912,0.055708,0.027970,0.000000,0.000000,0.000000,0.916322,6,1.992912,0.916322,0.860615
239,4.780000,5,4,0,0,0,0,0.121159,0.060832,0.000000,0.000000,0.000000,1.992912,0.055708,0.027970,0.000000,0.000000,0.000000,0.916322,6,1.992912,0.916322,0.860615
240,4.800000,4,4,0,0,1,0,0.060832,0.060832,0.000000,0.000000,0.000000,1.992912,0.028768,0.028768,0.000000,0.000000,0.000000,0.942465,6,1.992912,0.942465,0.913697
